text	label
chilly	0
how docile	1
call	1
simultaneously raises apprehensions and resentment	0
upheld	1
the major enemy	0
maintain	1
enjoy freedom , dignity , and independence	1
it can not be anything but gangster - like logic	0
pointed the finger	0
flexibility	1
fell in line with	1
was applauded	1
legitimate	1
has likened	0
angry	0
may not receive a fair trial	0
believe	0
want	1
demonstrated	0
so - called axis of evil remark	0
promising	1
cleaved the rift between civilisations	0
has no right	0
thought	0
have a sense that they have been cheated	0
always	0
moral mistake	0
universal values	1
israel is a spoiled brat of the united states	0
better suited	1
wanted this very much	1
promised	1
back down	0
has taken a stand in support	1
recognized	0
not	0
determination to confirm and honor	1
decision to reject	0
criticism	0
had no confidence	0
congratulations	1
completely closed the door	0
verbal attack	0
anti - western	0
condemns	0
with grim determination	0
very obviously	0
being staged under the guise of an election	0
stolen an election	0
rejected	0
often unfortunately invisible	0
axis of evil	0
running slightly against	0
is concern	0
made the investigation more difficult	0
made a harsh appraisal	0
attempting to develop weapons of mass destruction	0
very painful way	0
has demoralized and corrupted	0
potentially embarrassing	0
an implacable force	0
are glad	1
even if their special status comes from the fact	0
has expressed concern	0
if through him they are able to orient turkey in any way they choose	0
has written the name of moscow on the registration page of the american side	0
importance	1
should welcome the fact	1
more tolerable than before	1
denied	0
is , day by day , becoming somewhat weak	0
became hopeful	1
fraud	0
saw	0
contravenes	0
their own	0
instability	0
suspected	0
offered	1
the danger	0
called for	1
breeding terrorism	0
do n't mean that 's so	0
frustrate	0
as if it were an adjudicator	0
shouted	0
about three million bitter people	0
little to offer	0
perceived	1
inhumane	0
a growing impression that misuari could pose a security threat	0
mounting rivalry	0
warned	0
alienate itself	0
democracy	1
contradiction between the enemy and itself	0
defeated	0
taiwan independence	0
bitter deadlock	0
most dangerous	0
denied	0
can not choose	0
are also being encouraged	1
inhumane	0
rallied for peace	1
more demagogy than arguments	0
seek	1
violates the principle	0
such a report	0
other goals	1
have condemned	0
the warnings	0
tough guys	0
described	0
badly battered	0
unlawful combatants	0
wave of protests	0
favored	1
now broke	0
very constructive	1
favored	1
does not set a healthy precedent	0
we should the use the current to our mutual benefit	1
in any doubt	1
the consensus	1
will try its best to persuade	1
excused	1
astonished	0
desperately needs	0
hollering	0
realized	0
were noteworthy	1
blabbing	0
the plight of prisoners and politicians	0
weak or even nonexistant	0
openly took issue	0
opprobrium	0
humanely	1
endorses	1
support	1
confusion	0
seeks	1
criticism	0
fortunately	1
raving	0
worst showing ever	0
reticence	0
slight confusion	0
must think	1
hope	1
prevalent assumption	0
in fact his government is illegitimate	0
protest	0
favoring	1
overshadow	0
repetitive	0
was it only the wish of socialist propaganda in those words	0
declined	0
would like	1
greenpeace is here to voice the concerns of millions of people	0
puts every jew and every israeli to shame	0
some goals	1
worst unrest	0
one	0
launch attack	0
are prepared to accept	0
offering	1
dump	0
provocations	0
suggestions	1
wishes to state	1
collapse looked imminent	0
has a soft spot	1
steering the economy into disaster	0
immediately lapsed into hysterics	0
some doubts	0
interference	0
had rebuffed	0
saving	1
urgently necessary	0
positive	1
old - style party boss	0
appeared	0
most dreadful events in history	0
much fairer	1
put an end to	1
requested	1
one of the most terrible	0
indirectly criticised	0
it is a futile illusion because it is a lie	0
regained	0
ridiculing	0
did not conform	0
was finally accepted	1
great evil on open display	0
now have to brave gangs of zanu - pf thugs	0
to refuse	0
was tired	0
none of the whistle - blowers seems to give a damn	0
outside the scope	0
mate up with terrorist organizations	0
rejected	0
supports	1
serve as a warning	0
free and fair	1
more dangerous enemies at home than elsewhere	0
advice	1
negative reactions	0
the nation most likely to suffer the impact	0
charged	0
rising chorus of domestic and international outrage	0
many absurdities , exaggerations and fabrications	0
hopes	1
think and state	0
is realized and the cause of justice wins	1
excellent technical preparation and mature action	1
unmistakable and potentially disastrous	0
has rejected	0
watertight	1
have complete confidence	1
biased propaganda	0
aims	1
urged	1
totally dominated men deprived of the use of their senses	0
would like	1
criticizes	0
have called on	1
incommunicado detentions	0
would want	1
snapped at	0
support of	1
was supposed to do by virtue of his post	0
fattening	0
corruption	0
condemnation	0
forefathers	1
voluntary	1
turned down	0
will be even keener	1
expressing discontent	0
as an opportunity	0
provoking	0
no murderer will go unpunished	0
illusory	0
clubbed two islamic states	0
urged	1
show of support	1
big drawback	0
must push for punitive action against mr . mugabe	0
asked	0
interference	0
he is an australian citizen , and australia is not the 51st state of america	0
free and fair	1
double standards	0
vehemently denied	0
are expected	0
was critical	0
very regrettable	0
one of the most serious crises of our time	0
achievements	1
encouraging	1
supporting	1
impossible	0
not to exploit the calm	0
some guano rock in the pacific	0
not even	0
anti - soviet hysteria	0
his dynamism is an asset	1
had planned	1
ought not	0
resistance	0
would be unmasked	0
unfair	0
enormous	0
under the pretext of fighting terrorism	0
moribund	0
claims to advocate	1
irrefutable	1
well , heaven without the 72 virgins	0
warn of	0
continue to close ranks behind	1
is worrying	0
is reluctant	0
greater protests	0
is now objecting	0
frightening	0
pretty well - planned out	1
detrimental	0
legitimate	1
very honor	1
suffer the consequences of its own economic mismanagement	0
denied	0
give them rights	1
imbalance	0
at best	0
peace and stability and prosperity	1
declaring a war	0
should act carefully	1
believes	0
allies are not satellites ,	0
slow	0
alleged	0
proved ineffective	0
gradually promoted	1
demeaned	0
transparent , credible , free and fair	1
to win	1
it is pure rhetoric	0
was resisted	0
problems as being unsolvable	0
fierce demonstrations	0
drive him away	0
know	1
plotting	0
did not succeed	0
product of `western biased	0
play its trump card	0
champion of freedom	1
break promises	0
bigger than jesus	0
thousands of its supporters denied the vote	0
angered	0
done with ulterior motives	0
not easy	0
pre - attack marker	0
always	1
just not possible	0
insulting	0
is greatly responsible	0
to protest	0
support	1
discontent with	0
by force	0
brutalized , tortured , and humiliated	0
cooperate	1
were critical of	0
harsh	0
support	1
trying to harass	0
to despair	0
inaccurate	0
must condemn	0
cold monster	0
grim years	0
friendly relations	1
blatantly obstructed	0
threats against	0
call on	1
try to destroy	0
killers	0
bury past differences	1
nothing whatsoever	0
most audacious	1
something so petty	0
expressed some understanding	1
triggers domestic turmoil	0
has ignored	0
independent	1
not inferior	1
good intentions	1
at least	1
total confusion of historical data	0
will increase	0
credible	1
keepers	0
is determined	1
dismissing	0
for months	0
provide support to the us , as it did	1
restoring the full inalienable rights	1
does not come out of it well either	0
are to blame	0
frightening voters	0
wish	1
locked in a verbal war	0
was emphatic	1
full support for	1
hours away	0
acting out of self interest	0
sharply criticised	0
without scientific basis	0
want to avoid	0
grieving	0
no confidence	0
builders	1
dramatic	0
torture	0
personal safety to be ensured	1
domino effect	0
remained defiant	0
access of evil	0
very rash	0
has brought in three francs	1
our full support	1
there 's plenty of food to play with	0
refused	0
deep international outrage	0
was grateful	1
guilty of using excessive force	0
wants	1
this country can not be brought to prosperity	0
proclaimed	1
let 's support them	1
to invite	1
stolen	0
the concerns	0
eyeing	1
unmanageable	0
wise	1
i lost any sense of dignity	0
struggling to merely distance themselves	0
glossing over	0
naked pursuit	0
false	0
could not have wished for a better situation	1
described	0
demonstrations and rallies against	0
mendacious	0
outcry	0
not putting their letterhead on anything	0
no matter how long sharon humiliates arab dignity	0
any hope	1
courageous stand	1
wished	1
disruption of peace for mankind	0
tensions	0
excessive use of force	0
i 'd hate to see who got second place	0
more criticism	0
as to whether or not	0
cracking down	0
are the targets of suppression	0
welcome	1
protest	0
the successful ratification	1
might even be higher than	0
humane , legal , and proper	1
warned	0
locking them up in cages	0
have to bash	0
prejudged	0
would like to extend	1
insisted	1
failed policies	0
great economic performance	1
attempting to realize	0
were regrettable	0
want	1
simply clear - headed	1
as soon as possible	1
peaceful settlement	1
been eaten by the minotaur	0
has supported	1
reminiscent more of nazi concentration camps than a civilised detention facility	0
agreed the adoption of a decision for approval	1
if one prefers	1
might raise the hackles	0
in the guise of its so - called war on terror	0
policy of isolation and stifling	0
totally lack planning and administrative control	0
will not allow	0
undermining the integrity and independence	0
victory	1
protests	0
have hinted	0
because one can do it even with eyes closed	0
recognition	1
picking on	0
have made it possible	1
warned	0
only enhanced	1
caused unease	0
edifying photograph	1
to support	1
a country club	0
wantonly infringing	0
increase in the people 's anger	0
some sharp criticism	0
overshadowing	0
satisfied	1
nonbelligerent	1
was unconstitutional	0
usurping , occupying , aggressive , and racist entity	0
their aggressions	0
wish to influence	1
admittedly	1
